"health","level","moves","r0c0","r0c1","r0c2","r0c3","r0c4","r0c5","r0c6","r1c0","r1c1","r1c2","r1c3","r1c4","r1c5","r1c6","r2c0","r2c1","r2c2","r2c3","r2c4","r2c5","r2c6","r3c0","r3c1","r3c2","r3c3","r3c4","r3c5","r3c6","r4c0","r4c1","r4c2","r4c3","r4c4","r4c5","r4c6","r5c0","r5c1","r5c2","r5c3","r5c4","r5c5","r5c6","r6c0","r6c1","r6c2","r6c3","r6c4","r6c5","r6c6","s0d0","s0d1","s0d2","s0d3","s0d4","s0d5","s0d6","s1d0","s1d1","s1d2","s1d3","s1d4","s1d5","s1d6","s2d0","s2d1","s2d2","s2d3","s2d4","s2d5","s2d6","s3d0","s3d1","s3d2","s3d3","s3d4","s3d5","s3d6","s4d0","s4d1","s4d2","s4d3","s4d4","s4d5","s4d6","s5d0","s5d1","s5d2","s5d3","s5d4","s5d5","s5d6","s6d0","s6d1","s6d2","s6d3","s6d4","s6d5","s6d6"
1,237,14,"start","ice","grass","ice","grass","","","ice","grass","ice","grass","ice","","","grass","ice","grass","ice","grass","","","ice","grass","ice","grass","ice","","","grass","ice","grass","ice","endClosed","","","","","","","","","","","","","","","","","","","gem","","gem","","","","gem","","gem","","","","gem","hammer","boulder","","gem","","","","gem","","gem","","","","gem","","gem","","","","","","","","","","","","","","","","","",""
1,238,19,"start","ice","ice","ice","ice","","","marsh","marsh","marsh","marsh","ice","","","ice","ice","ice","ice","ice","","","ice","marsh","marsh","marsh","marsh","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","gem","gem","gem","gem","","","enemy","","","","gem","","","gem","gem","gem","gem","gem","","","gem","","","sword","","","","gem","gem","gem","gem","","","","","","","","","","","","","","","","",""
1,239,23,"start","ice","marsh","marsh","marsh","","","marsh","ice","marsh","ice","marsh","","","marsh","ice","marsh","ice","marsh","","","marsh","ice","ice","ice","marsh","","","marsh","marsh","marsh","ice","endClosed","","","","","","","","","","","","","","","","","","boulder","gem","","","","","hammer","boulder","","boulder","gem","","","gem","boulder","gem","boulder","","","","hammer","boulder","boulder","boulder","","","","","","","boulder","","","","","","","","","","","","","","","","",""
2,240,12,"start","ice","grass","ice","grass","","","ice","ice","ice","ice","ice","","","grass","ice","grass","ice","grass","","","ice","ice","ice","ice","ice","","","grass","ice","grass","ice","endClosed","","","","","","","","","","","","","","","","","","","enemy","","","","","","","gem","gem","","","","enemy","gem","","gem","","","","","heart","gem","","gem","","","","","","gem","","","","","","","","","","","","","","","","",""
2,241,6,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","endClosed","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","","gem","","enemy","","","","enemy","","","","","","","gem","","gem","","","","enemy","heart","gem","heart","","","","","heart","","enemy","","","","","","","","","","","","","","","","",""
1,242,22,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","","boulder","heart","heart","","","","heart","","","","","","","","heart","enemy","","","","boulder","boulder","hammer","heart","","","","gem","gem","enemy","","","","","","","","","","","","","","","","","",""
1,243,15,"start","grass","grass","grass","grass","","","grass","ice","ice","ice","grass","","","grass","ice","endClosed","ice","grass","","","grass","ice","ice","ice","grass","","","grass","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","warp","","gem","","","","enemy","enemy","enemy","","","","gem","enemy","","enemy","sword","","","","enemy","enemy","enemy","","","","gem","","warp","","gem","","","","","","","","","","","","","","","",""
1,244,15,"start","grass","grass","grass","grass","","","grass","marsh","marsh","marsh","grass","","","grass","marsh","endClosed","marsh","grass","","","grass","marsh","marsh","marsh","grass","","","grass","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","","","warp","sword","","","","","","","","","","warp","","","","gem","","","","","","","boulder","","","hammer","gem","","enemy","gem","","","","","","","","","","","","","","","",""
1,245,20,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","endClosed","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","hammer","boulder","boulder","gem","","","boulder","boulder","hammer","hammer","boulder","","","hammer","gem","boulder","boulder","boulder","","","boulder","boulder","boulder","gem","boulder","","","","boulder","gem","boulder","hammer","","","","","","","","","","","","","","","",""
2,246,9,"start","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","endClosed","","","","","","","","","","","","","","","","","","gem","","heart","enemy","","","","enemy","","gem","gem","","","sword","heart","","heart","enemy","","","enemy","gem","","heart","gem","","","","gem","","enemy","","","","","","","","","","","","","","","","",""
2,247,14,"start","ice","ice","ice","ice","","","grass","ice","ice","ice","grass","","","grass","ice","ice","ice","grass","","","grass","ice","ice","ice","grass","","","ice","ice","endClosed","ice","grass","","","","","","","","","","","","","","","","","","","","enemy","","","","","enemy","sword","","gem","","","","","","enemy","gem","","","gem","enemy","","","gem","","","","","","enemy","gem","","","","","","","","","","","","","","","",""
1,248,12,"grass","start","grass","grass","grass","","","grass","marsh","marsh","marsh","grass","","","marsh","marsh","endClosed","ice","grass","","","grass","marsh","ice","ice","marsh","","","ice","grass","grass","marsh","grass","","","","","","","","","","","","","","","","","boulder","","hammer","","","","","warp","","","","boulder","","","","","","","gem","","","","","","","gem","","","sword","enemy","gem","gem","warp","","","","","","","","","","","","","","","",""
1,249,7,"start","ice","ice","ice","endClosed","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","ice","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","enemy","gem","heart","","","","","","heart","","enemy","","","sword","","gem","gem","sword","","","enemy","","enemy","","","","","gem","","sword","enemy","gem","","","","","","","","","","","","","","","",""
1,250,20,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","gem","sword","","","","","","enemy","enemy","enemy","gem","","","gem","enemy","","gem","enemy","","","enemy","","gem","enemy","gem","","","enemy","sword","enemy","gem","","","","","","","","","","","","","","","","",""
1,251,13,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","warp","boulder","","warp2","","","","","boulder","","gem","","","gem","boulder","boulder","gem","","","","boulder","","warp2","boulder","gem","","","","warp","gem","boulder","","","","","","","","","","","","","","","","",""
1,252,17,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","endClosed","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","","","","","","","","","","","","","","","","gem","sword","enemy","gem","","","boulder","boulder","boulder","gem","warp","","","gem","enemy","","boulder","boulder","","","boulder","boulder","boulder","warp","warp2","","","hammer","warp2","sword","boulder","gem","","","","","","","","","","","","","","","",""
1,253,18,"start","grass","marsh","marsh","marsh","","","grass","grass","marsh","grass","grass","","","marsh","marsh","grass","grass","marsh","","","marsh","grass","marsh","grass","marsh","","","grass","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","gem","","","","","","gem","warp","","warp","gem","","","","","gem","warp2","","","","","gem","","gem","","","","gem","warp2","gem","","","","","","","","","","","","","","","","","",""
1,254,18,"start","grass","marsh","grass","grass","","","grass","grass","marsh","grass","grass","","","marsh","marsh","marsh","marsh","marsh","","","grass","grass","marsh","grass","grass","","","grass","grass","marsh","grass","endClosed","","","","","","","","","","","","","","","","","","warp","boulder","","sword","","","","","boulder","warp2","","","","boulder","boulder","gem","boulder","boulder","","","hammer","warp","boulder","","enemy","","","warp2","hammer","boulder","enemy","","","","","","","","","","","","","","","","",""
1,255,23,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","grass","grass","endClosed","grass","marsh","","","grass","ice","grass","marsh","marsh","","","ice","ice","ice","grass","marsh","","","","","","","","","","","","","","","","","","warp","","gem","","","","","","boulder","","warp2","","","gem","enemy","","enemy","gem","","","warp","gem","enemy","gem","hammer","","","","","heart","warp2","","","","","","","","","","","","","","","","",""
1,256,26,"start","grass","marsh","grass","grass","","","grass","marsh","grass","marsh","grass","","","marsh","grass","endClosed","grass","marsh","","","grass","marsh","grass","marsh","grass","","","grass","grass","marsh","grass","grass","","","","","","","","","","","","","","","","","","warp","enemy","","gem","","","gem","enemy","gem","enemy","","","","enemy","gem","","gem","enemy","","","sword","enemy","gem","enemy","warp","","","","warp2","enemy","warp2","","","","","","","","","","","","","","","","",""
1,257,26,"start","grass","marsh","marsh","marsh","","","marsh","grass","marsh","marsh","marsh","","","marsh","marsh","marsh","marsh","marsh","","","marsh","marsh","marsh","marsh","marsh","","","marsh","grass","grass","grass","endClosed","","","","","","","","","","","","","","","","","","","","hammer","warp2","","","","","warp","gem","gem","","","","gem","","gem","","","","gem","warp","gem","warp2","boulder","","","sword","","","enemy","","","","","","","","","","","","","","","","",""
1,258,22,"start","grass","marsh","grass","grass","","","grass","grass","marsh","grass","grass","","","marsh","marsh","endClosed","marsh","marsh","","","grass","grass","marsh","grass","grass","","","grass","grass","marsh","grass","grass","","","","","","","","","","","","","","","","","","gem","warp","gem","","","","gem","gem","warp2","gem","gem","","","","","","","","","","gem","gem","warp","gem","gem","","","","gem","warp2","gem","","","","","","","","","","","","","","","","",""
1,259,17,"start","grass","grass","marsh","ice","","","grass","marsh","marsh","marsh","ice","","","grass","marsh","marsh","ice","ice","","","grass","marsh","marsh","ice","ice","","","marsh","grass","grass","ice","endClosed","","","","","","","","","","","","","","","","","","warp2","gem","","sword","","","warp","heart","","enemy","","","","gem","","","gem","","","","gem","","","","enemy","","","warp","gem","gem","warp2","","","","","","","","","","","","","","","","",""
1,260,14,"start","grass","grass","grass","grass","","","grass","grass","grass","grass","grass","","","ice","ice","ice","ice","ice","","","ice","ice","endClosed","ice","ice","","","ice","ice","ice","ice","ice","","","","","","","","","","","","","","","","","","gem","gem","gem","hammer","","","boulder","boulder","boulder","boulder","boulder","","","warp2","heart","enemy","","warp","","","","gem","","gem","warp2","","","enemy","","","gem","warp","","","","","","","","","","","","","","","",""
