hash,health,hintsSolution,level,moves,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r0c6,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r1c6,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r2c6,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r3c6,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r4c6,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,r5c6,r6c0,r6c1,r6c2,r6c3,r6c4,r6c5,r6c6,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s0d6,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s1d6,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s2d6,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s3d6,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s4d6,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5,s5d6,s6d0,s6d1,s6d2,s6d3,s6d4,s6d5,s6d6
337,1,"R,D,L,U,D,L,R,L,U,R,R,U,D,D,L,D,R,R,R,L,U,L",337,22,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,grass,grass,grass,ice,ice,,ice,grass,endClosed,grass,ice,ice,,ice,grass,grass,grass,ice,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,,,sword,,enemy,,enemy,,hammer,,heart,,,,gem,gem,boulder,,heart,,,gem,,gem,,enemy,,,gem,gem,boulder,,gem,,sword,,,gem,,enemy,,,,,,,,
338,1,"R,U,D,L,U,R,D,L,U,L,U,R,D,L,R",338,16,ice,ice,ice,ice,marsh,ice,,ice,ice,start,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,heart,,,,enemy,gem,,,gem,,heart,,,,,,sword,,hammer,,,,enemy,,,,,,,gem,,boulder,,,,gem,,,,,gem,,,,,,,,
339,1,"D,R,U,L,U,R,D,L,R,U,R,D,L,D,L,R,R,R,D,L,U",339,28,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,marsh,marsh,marsh,,ice,ice,ice,marsh,endClosed,marsh,,ice,ice,ice,marsh,marsh,marsh,,,,,,,,,,,,boulder,gem,boulder,,,heart,,,gem,,,,,,,,,,boulder,,,gem,gem,enemy,,gem,gem,,gem,,gem,,hammer,,,enemy,gem,gem,,,,,,,,
340,1,"D,R,U,L,R,U,D,L,U,R,L,U",340,13,start,ice,ice,ice,ice,ice,,ice,endClosed,marsh,marsh,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,marsh,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,,,,,gem,,,,enemy,,boulder,,,,enemy,boulder,gem,,,,,,gem,sword,,,,,boulder,,,gem,,,gem,,,,,boulder,,,,,,,,
341,1,"R,L,D,R,U,U,L,R,D,L,L,R",341,12,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,endClosed,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,,,,,hammer,,boulder,,,,,,,gem,boulder,,,boulder,,,hammer,heart,,,gem,,,gem,,enemy,gem,,gem,,boulder,,,,gem,boulder,,,,,,,,
342,1,"D,U,R,D,L,U,U,D,L,U,D,L,R,U,L,U,L",342,23,start,ice,ice,ice,ice,ice,,ice,endClosed,marsh,ice,ice,ice,,ice,ice,ice,ice,marsh,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,marsh,ice,marsh,ice,,ice,ice,ice,ice,grass,ice,,,,,,,,,,,,,,gem,,heart,,enemy,gem,,,,boulder,boulder,boulder,hammer,enemy,,,,,,gem,gem,,,,,enemy,gem,enemy,sword,,gem,,sword,sword,,sword,,,,,,,,
343,1,"R,U,U,D,L,R,R,L,D,L,D,L,R,R,D,D,U,R,L,L,R",343,21,ice,ice,ice,ice,ice,ice,,ice,ice,ice,grass,ice,ice,,ice,start,ice,grass,ice,ice,,ice,grass,ice,ice,grass,ice,,ice,ice,ice,ice,endClosed,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,heart,,,gem,,heart,,,,gem,,gem,,,,,,,,,,gem,,gem,,,,,,gem,,gem,,gem,,heart,,,,gem,heart,,,,,,,,
344,1,"U,R,L,L,R,U,D,R,U,R,R,D,U",344,14,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,endClosed,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,,,,gem,warp,,,gem,,,,,,,,,gem,,enemy,,gem,,warp2,gem,boulder,,,,warp2,gem,,warp,gem,,,,,,hammer,gem,,,,,,,,
345,1,"R,R,L,D,U,D,R,U,R,L,L,U,R,U,D,R,D",345,17,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,endClosed,,,,,,,,,,,,,warp,,,,hammer,gem,warp2,,,,,gem,,gem,gem,,,,warp,gem,,,,,warp2,,gem,,boulder,boulder,,,,,,boulder,,,,,,,,,
346,1,"R,R,R,L,L,L,D,D,D,R,R,R,U,U,L,D,R,U,R,D,D",346,21,start,ice,grass,grass,ice,grass,,ice,ice,ice,ice,ice,ice,,grass,ice,ice,ice,ice,grass,,grass,ice,ice,ice,ice,grass,,ice,ice,ice,ice,ice,ice,,grass,ice,grass,grass,ice,endClosed,,,,,,,,,,heart,,,heart,,,,,enemy,enemy,,,,gem,enemy,gem,gem,boulder,,,gem,enemy,gem,gem,enemy,,,,,enemy,enemy,,hammer,,,heart,,,heart,,,,,,,,,
347,1,"R,L,D,R,D,L,U,D,L,U,D,L,U,R,D",347,15,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,endClosed,,,,,,,,,,,,sword,sword,sword,,,sword,,sword,,,,sword,enemy,,enemy,,enemy,,boulder,gem,boulder,gem,boulder,gem,,gem,heart,gem,heart,gem,heart,,enemy,,enemy,,enemy,,,,,,,,,
348,1,"D,R,D,L,L,U,L,L,D,U,R,U,L,R",348,17,start,ice,ice,ice,ice,endClosed,,ice,ice,ice,ice,marsh,ice,,ice,grass,ice,marsh,ice,marsh,,grass,ice,grass,ice,marsh,ice,,ice,grass,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,,warp2,gem,warp2,,,,,,gem,enemy,,,,gem,,enemy,sword,enemy,,gem,sword,gem,,enemy,,,,gem,,,,gem,,warp,,,,gem,warp,,,,,,,,
349,1,"D,R,D,L,L,U,R,D,U,R,L,L,R,D,U,U,L,R",349,19,start,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,marsh,ice,endClosed,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,gem,,,,gem,,gem,warp2,gem,gem,,,,,gem,enemy,gem,,,,,gem,gem,gem,warp2,,,,,,sword,gem,warp,,gem,,,,warp,gem,,,,,,,,
350,1,"U,R,L,D,U,R,U,L,D,L,D,R,D",350,13,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,start,ice,ice,ice,,ice,ice,ice,endClosed,ice,ice,,ice,ice,ice,ice,ice,ice,,ice,ice,ice,ice,ice,ice,,,,,,,,,,gem,,,warp,,,gem,warp2,hammer,,boulder,gem,,,gem,,,,,,,,hammer,,,,,,gem,,,gem,warp,,boulder,warp2,gem,,,gem,,,,,,,,
351,1,"R,R,R,R,R,L,D,L,D,D,D,D,R,R",351,14,start,sand,sand,sand,grass,sand,,grass,grass,grass,sand,grass,grass,,grass,grass,grass,sand,grass,grass,,grass,grass,grass,sand,grass,grass,,grass,grass,grass,sand,grass,grass,,grass,grass,grass,sand,sand,endClosed,,,,,,,,,,gem,gem,gem,,gem,,,,,gem,,,,,,,gem,,,,,,,gem,,,,,,,gem,,,,,,,gem,gem,,,,,,,,,
352,1,"R,R,R,D,L,L,D,R,D,R,R,D,D,L,L,L,L,U,R",352,19,start,sand,sand,sand,grass,grass,,grass,sand,grass,sand,grass,grass,,grass,sand,ice,sand,grass,grass,,grass,grass,ice,sand,sand,sand,,grass,grass,ice,ice,endClosed,sand,,grass,grass,grass,sand,sand,sand,,,,,,,,,,gem,gem,gem,,,,,gem,gem,gem,,,,,gem,,gem,,,,,,,gem,gem,gem,,,,,,,gem,,,,,gem,gem,gem,,,,,,,,
353,1,"R,R,D,R,D,L,L,L,U,L,D,D,D,R,R,R,D,L",353,18,grass,grass,start,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,sand,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,endClosed,grass,grass,,,,,,,,,,,,,,,,,gem,,,gem,,,,gem,,,,gem,,boulder,,boulder,boulder,boulder,boulder,,,gem,,,,,,,,,,gem,,,,,,,,,
354,1,"R,R,R,R,R,D,D,L,U,L,L,D,L,L,R,D,D,L,D,R,R,R,R,U,R,D",354,26,start,grass,grass,sand,grass,grass,,grass,grass,grass,sand,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,sand,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,sand,grass,grass,endClosed,,,,,,,,,,,,,,,,,,,,gem,,,gem,,gem,boulder,,gem,,boulder,,boulder,boulder,boulder,boulder,,gem,,boulder,,,gem,,,gem,,,gem,,,,,,,,,
355,1,"R,D,D,R,R,R,U,D,D,L,L,D,L,R,R,R,R,D",355,18,start,grass,grass,grass,grass,grass,,grass,grass,grass,grass,grass,grass,,grass,grass,grass,sand,grass,grass,,grass,grass,sand,grass,sand,grass,,grass,grass,grass,sand,grass,grass,,grass,grass,grass,grass,grass,endClosed,,,,,,,,,,,boulder,,,,,,gem,,boulder,gem,,,,,,,,boulder,,boulder,boulder,,gem,,,,,gem,,,gem,,,,,boulder,,,,,,,,,,,
356,1,"R,D,D,D,D,L,D,R,R,U,R,R,R,U,U,L,L,R,R,U,U,L,R",356,23,start,grass,grass,grass,grass,endClosed,,grass,grass,grass,grass,grass,sand,,grass,grass,sand,grass,grass,grass,,grass,sand,grass,sand,grass,sand,,grass,grass,sand,grass,sand,grass,,grass,grass,grass,grass,grass,grass,,,,,,,,,,,boulder,,gem,,,,gem,boulder,boulder,boulder,,,,,,gem,boulder,gem,,boulder,,boulder,,boulder,,,,gem,,gem,,gem,,hammer,,,boulder,,,,,,,,,,
357,1,"R,R,R,D,L,L,D,R,R,D,L,L,D,D,R,U,R,D,R,R",357,20,start,sand,grass,sand,grass,grass,,grass,grass,sand,grass,grass,grass,,grass,sand,grass,sand,grass,grass,,grass,grass,sand,grass,grass,grass,,grass,sand,grass,sand,grass,grass,,grass,grass,sand,grass,grass,endClosed,,,,,,,,,,,gem,,,,,,gem,,gem,,,,,,gem,,,,,,gem,,gem,,,,,,gem,,,,,,gem,,gem,,,,,,,,,,
358,1,"D,R,D,D,L,D,D,R,R,R,U,U,U,U,U,R,D,D,D,D,D,R",358,24,start,grass,sand,grass,grass,grass,,grass,grass,marsh,marsh,sand,marsh,,marsh,sand,marsh,grass,grass,grass,,grass,grass,marsh,marsh,sand,marsh,,sand,marsh,marsh,grass,grass,grass,,grass,grass,sand,grass,grass,endClosed,,,,,,,,,,,,,gem,,,,gem,,,,,,,,,,gem,,,gem,,,,,,,,,,gem,,,,,gem,,,,,,,,,,,,
359,1,"D,D,R,D,D,L,D,R,R,U,U,U,U,R,U,R,R,D,L,D,L,D,R,R,D,L,D,R",359,28,start,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,,,,gem,,,,,gem,,,gem,,gem,,,gem,,,,,gem,,,gem,gem,,,gem,,,,,,gem,,gem,,gem,,,,,,,,,
360,1,"D,D,R,U,R,R,U,R,R,D,D,D,L,L,L,L,D,L,D,R,R,R,R,R,U,D",360,26,start,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,,boulder,hammer,gem,gem,,,,hammer,boulder,,boulder,,gem,,,boulder,,,,boulder,boulder,hammer,,gem,,,gem,,boulder,boulder,boulder,gem,,hammer,boulder,,,gem,,,,,,,,,
361,1,"D,U,R,R,R,D,L,D,L,D,L,D,D,R,R,U,R,R,U,U,R,D,D,D",361,24,start,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,,,gem,,boulder,,gem,boulder,hammer,,boulder,,,,,boulder,boulder,,gem,,,gem,boulder,boulder,,,,hammer,boulder,hammer,gem,boulder,,,boulder,,gem,,,,,,,,,,,
362,1,"R,R,R,R,R,D,D,L,L,L,D,L,L,D,D,R,R,R,R,R,U,L,U,L",362,24,start,sand,sand,sand,sand,sand,,lava,sand,lava,sand,lava,sand,,sand,lava,sand,sand,sand,sand,,sand,sand,sand,endClosed,sand,sand,,sand,lava,sand,lava,sand,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,hammer,gem,boulder,gem,,,,,,,,,,,,,gem,,,,hammer,,,,boulder,boulder,,,,,,gem,gem,,gem,,,,,,,,,,,,,
363,1,"D,U,R,R,R,R,R,D,L,L,L,D,L,D,L,D,D,R,R,R,U,U,U,R,R,D",363,26,start,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,lava,ice,,sand,sand,sand,sand,lava,ice,,sand,sand,sand,sand,lava,endClosed,,,,,,,,,,,,,,hammer,,gem,,,,,,,boulder,boulder,gem,,,,,hammer,gem,boulder,,,boulder,,boulder,boulder,boulder,,,,,hammer,gem,hammer,boulder,,,,,,,,,,
364,1,"R,D,L,D,D,D,D,R,R,U,R,D,R,R,U,L,U,L,U,U,R,R,D,D,D",364,25,start,sand,sand,sand,sand,sand,,sand,sand,sand,sand,lava,sand,,sand,sand,lava,sand,sand,sand,,sand,lava,sand,lava,sand,ice,,sand,lava,sand,sand,lava,ice,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,,,hammer,gem,gem,,,gem,,,,gem,,,,,,,boulder,,hammer,,,,gem,,,gem,,,gem,,,,gem,gem,boulder,,,,,,,,,,,
365,1,"D,R,R,D,D,L,D,D,R,U,R,U,L,L,D,R,D",365,17,start,lava,sand,sand,sand,sand,,sand,sand,sand,ice,sand,ice,,lava,lava,sand,ice,sand,ice,,sand,sand,sand,ice,sand,ice,,lava,sand,sand,ice,ice,ice,,sand,sand,sand,sand,lava,endClosed,,,,,,,,,,,,gem,gem,,,,,gem,,,,,,,gem,,,,,,gem,gem,,,,,,hammer,,boulder,,,,,gem,gem,boulder,,,,,,,,,,
366,1,"R,D,R,U,R,R,R,U,D,D,U,R,R,U,U,U,R,D,R,R,D,D,L,R",366,24,start,sand,sand,sand,sand,sand,,sand,sand,sand,lava,sand,sand,,lava,sand,sand,sand,lava,sand,,lava,sand,sand,sand,sand,sand,,sand,lava,sand,sand,lava,sand,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,,,gem,gem,warp,,,gem,gem,,,gem,,,,gem,,,,,,,,,gem,,,gem,,,,,gem,,warp,gem,,,gem,,,,,,,,,
367,1,"D,D,D,D,R,D,R,U,R,U,U,U,L,U,R,L,R,R,L,U,U,U,U,U",367,24,start,sand,sand,sand,sand,endClosed,,sand,sand,sand,sand,sand,sand,,sand,lava,sand,sand,sand,sand,,sand,lava,lava,sand,lava,sand,,sand,sand,sand,sand,lava,sand,,sand,sand,sand,lava,sand,sand,,,,,,,,,,,gem,warp,gem,,,,,,gem,,,,gem,,,gem,,gem,,,,,,,gem,,,gem,,,,,,,gem,,,gem,warp,,,,,,,,
368,1,"R,D,D,D,D,L,D,R,R,U,L,L,D,R,R,R,D,R,D",368,19,start,sand,lava,sand,sand,sand,,lava,sand,lava,sand,sand,sand,,lava,sand,lava,lava,lava,lava,,lava,sand,sand,sand,sand,sand,,sand,sand,lava,lava,sand,sand,,sand,sand,sand,lava,lava,endClosed,,,,,,,,,,,,gem,gem,gem,,,,,gem,warp2,warp,,,,,,,,,,,warp2,,gem,,,gem,gem,,,gem,gem,,gem,gem,warp,,,,,,,,,,,
369,1,"R,D,L,D,L,D,L,D,D,R,R,R,U,U,L,D,L,R,D,R,U,R,D",369,23,start,sand,sand,lava,sand,sand,,sand,sand,lava,sand,sand,sand,,sand,lava,sand,sand,sand,sand,,lava,sand,sand,sand,lava,lava,,sand,sand,sand,lava,sand,sand,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,gem,,,,gem,,gem,warp,,gem,warp,warp2,,,,,gem,,gem,,,gem,gem,,,,,,,,,warp2,gem,,,gem,,gem,,,,,,,,,,
370,1,"D,D,D,D,D,R,U,R,R,U,U,L,L,U,U,L,L,L,L,R,U,D",370,22,start,sand,sand,sand,sand,sand,,sand,lava,lava,sand,lava,sand,,sand,sand,sand,sand,lava,sand,,sand,lava,lava,sand,lava,sand,,sand,sand,sand,sand,lava,sand,,sand,sand,lava,lava,sand,endClosed,,,,,,,,,,warp2,boulder,gem,,gem,,,,,,,,,gem,warp,gem,hammer,,warp,,,,,,,,,,gem,,gem,,gem,,gem,,,,warp2,,,,,,,,,
371,1,"R,L,D,D,D,R,D,D,R,U,U,R,U,U,U,D,U,D,D,D,D,D,L,R",371,24,start,sand,lava,sand,lava,sand,,sand,sand,sand,sand,lava,sand,,sand,lava,lava,sand,sand,sand,,sand,sand,sand,sand,lava,sand,,lava,sand,sand,lava,sand,sand,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,gem,,gem,,gem,,gem,,,warp,,warp,,,,,gem,,gem,,gem,,hammer,,,boulder,,,,gem,,,gem,,,gem,,,gem,,,,,,,,,
372,1,"D,R,R,D,L,L,D,D,R,L,R,D,U,R,L,R,R,R,D,D,D,L,R",372,23,start,lava,sand,sand,sand,lava,,sand,sand,sand,lava,lava,sand,,sand,sand,sand,sand,sand,sand,,sand,lava,lava,sand,lava,sand,,sand,sand,sand,lava,sand,sand,,lava,sand,lava,sand,sand,endClosed,,,,,,,,,,,gem,warp,gem,,,,gem,,,,,,gem,,gem,warp2,,gem,,,,,,,,,gem,warp,warp2,,,gem,,,gem,,,gem,,,,,,,,,
373,1,"D,U,R,D,R,U,U,R,R,D,D,U,D,U,R,R,D,R,U,U,R,D,R",373,23,start,sand,sand,sand,sand,sand,,sand,sand,lava,sand,lava,sand,,sand,lava,sand,sand,lava,sand,,lava,sand,lava,sand,sand,lava,,sand,sand,sand,sand,ice,ice,,sand,lava,sand,sand,sand,endClosed,,,,,,,,,,gem,,boulder,,gem,,gem,warp,,,,warp2,,,,warp,hammer,,gem,,,,,gem,gem,,,warp2,gem,boulder,gem,,,,hammer,,,gem,gem,,,,,,,,,
374,1,"D,U,D,R,D,D,D,D,L,U,U,U,U,R,U,R,D,D,D,D,D,L,L,U,U",374,25,start,sand,sand,sand,sand,sand,,sand,sand,lava,sand,sand,sand,,sand,sand,lava,lava,lava,sand,,sand,sand,lava,endClosed,lava,sand,,sand,sand,lava,sand,lava,sand,,sand,sand,lava,sand,sand,sand,,,,,,,,,,,,gem,,hammer,,warp,hammer,,warp,gem,,,,,,,,,,gem,,,,,gem,,boulder,gem,,gem,,,,gem,,,,boulder,,,,,,,,,
375,1,"D,R,D,R,U,U,R,D,L,U,R,R,D,R,D,D,R,R",375,18,start,sand,sand,sand,sand,sand,,sand,sand,sand,lava,sand,sand,,sand,sand,sand,lava,sand,sand,,sand,sand,sand,lava,sand,sand,,sand,sand,sand,lava,lava,lava,,sand,sand,sand,sand,ice,endClosed,,,,,,,,,,,gem,,,,,,gem,warp,,gem,hammer,,,,gem,,,gem,,,,,,,warp2,,gem,,,,,,,warp,gem,warp2,boulder,,,,,,,,,,
376,1,"D,R,R,R,U,R,D,D,D,D,L,L,L,L,U,U,R,R,R,U,U,U",376,22,start,sand,sand,sand,sand,endClosed,,sand,sand,sand,sand,sand,sand,,sand,sand,lava,lava,sand,sand,,sand,ice,sand,sand,ice,sand,,sand,sand,lava,lava,sand,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,,,gem,gem,,,gem,,,sword,,,,,,,,gem,,,,,enemy,gem,,gem,,,,,,,,,gem,,,,,,,,,,,,,
377,1,"R,R,R,R,R,R,L,D,U,U,U,R,R,U,R,D,R,R,D,D",377,20,start,sand,sand,sand,sand,sand,,sand,lava,lava,lava,lava,sand,,sand,lava,sand,sand,lava,sand,,sand,sand,sand,sand,sand,sand,,sand,lava,lava,lava,lava,sand,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,,,,,warp,,,,,,,sword,,,,gem,gem,,,,,enemy,gem,gem,enemy,,,,,,,,,,warp,sword,,,,,,,,,,,,
378,1,"R,D,L,D,R,D,L,D,D,R,R,U,R,U,L,U,R,U,L,U,R,R,R,D,D,D,D,L,U,U,U,U,R,U",378,34,start,sand,sand,sand,sand,endClosed,,sand,sand,sand,sand,sand,ice,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,,enemy,gem,,,,,sword,gem,enemy,,,,sword,,enemy,gem,,,,,sword,gem,enemy,,hammer,,sword,,enemy,gem,,boulder,,sword,sword,gem,enemy,enemy,gem,,,,,,,,
379,1,"U,U,U,R,R,D,D,D,R,U,U,U,R,R,D,D,D,D,D,L,L,L,L,L,U,U,U",379,27,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,endClosed,sand,sand,sand,sand,sand,,start,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,sword,,,boulder,,sword,,sword,enemy,enemy,enemy,enemy,sword,,,enemy,hammer,gem,enemy,,,,enemy,gem,gem,enemy,enemy,,,enemy,enemy,enemy,enemy,gem,,,,,enemy,gem,gem,,,,,,,,
380,1,"D,L,U,U,R,R,D,R,D,L,D,U",380,12,lava,lava,lava,lava,lava,lava,,lava,sand,sand,sand,lava,lava,,lava,sand,start,sand,sand,lava,,lava,sand,sand,endClosed,sand,lava,,lava,lava,sand,sand,sand,lava,,lava,lava,lava,lava,lava,lava,,,,,,,,,,,,,,,,,sword,gem,sword,,,,,enemy,,enemy,gem,,,,gem,sword,,enemy,,,,,enemy,gem,enemy,,,,,,,,,,,,,,,,
381,1,"R,L,D,D,D,D,D,L,L,L,L,L,L,D,L,U,U,U,U,U,U,L,R",381,23,start,sand,sand,sand,sand,endClosed,,sand,lava,lava,lava,lava,sand,,sand,lava,sand,sand,lava,sand,,sand,lava,sand,sand,lava,sand,,sand,lava,lava,lava,lava,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,hammer,sword,,gem,,,gem,,,,,,,,,warp2,warp,,,,,,gem,enemy,,,,,,,,,gem,,warp,gem,,sword,boulder,warp2,,,,,,,,
382,1,"R,U,D,R,U,U,L,L,L,L,R,L,R,R,R,R,R",382,17,lava,lava,lava,lava,lava,lava,,start,sand,sand,sand,sand,sand,,lava,lava,lava,lava,lava,sand,,sand,sand,sand,sand,sand,sand,,sand,lava,lava,lava,lava,lava,,sand,sand,sand,sand,sand,endClosed,,,,,,,,,,,,,,,,,warp,warp2,enemy,gem,,,,,,,,gem,,enemy,,,enemy,sword,warp2,,sword,,,,,,,warp,gem,,gem,enemy,,,,,,,,,
383,1,"L,U,L,D,R,R,R,U,L,D,D,D,R,U,L,L,L,D,R,U,R,R",383,22,sand,sand,lava,lava,sand,sand,,sand,ice,sand,sand,ice,sand,,lava,sand,start,sand,sand,lava,,lava,sand,sand,endClosed,sand,lava,,sand,ice,sand,sand,ice,sand,,sand,sand,lava,lava,sand,sand,,,,,,,,,enemy,sword,,,gem,enemy,,gem,,,,,sword,,,,,,,,,,,,,,,,sword,,,,,gem,,enemy,gem,,,sword,enemy,,,,,,,,
384,1,"R,D,R,U,D,L,L,R,D,U,D,U,R,R,R,R",384,16,start,sand,lava,lava,lava,lava,,sand,sand,lava,sand,sand,lava,,lava,sand,lava,sand,lava,lava,,lava,lava,lava,lava,lava,lava,,lava,lava,sand,lava,lava,lava,,lava,lava,sand,sand,sand,endClosed,,,,,,,,,,gem,,,,,,gem,warp,,warp,warp2,,,,sword,,gem,,,,,,,,,,,,,gem,,,,,,,warp2,gem,enemy,,,,,,,,,
385,1,"L,L,L,U,D,R,L,L,L,D,D,L,L,U,U,U,R,R,R,U,U,U,L,D,L,D,U,L",385,28,sand,sand,sand,sand,sand,start,,sand,lava,lava,sand,lava,lava,,sand,lava,sand,lava,sand,sand,,sand,lava,endClosed,sand,sand,sand,,sand,lava,lava,lava,lava,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,gem,,sword,warp,,,,enemy,,,gem,,,,warp2,,sword,,gem,,,gem,,,warp,,gem,,,,,,,,,enemy,gem,warp2,,gem,sword,,,,,,,,
386,1,"D,U,R,R,R,L,R,R,D,D,U,D,L,L,D,L,U,L,D,D,L,L,U,U,R,R",386,27,start,sand,sand,sand,sand,lava,,sand,lava,sand,lava,sand,sand,,sand,sand,sand,sand,sand,lava,,sand,sand,sand,sand,sand,sand,,sand,sand,sand,sand,endClosed,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,,warp,gem,gem,,,gem,,gem,,warp,hammer,,gem,gem,,,gem,,,warp2,boulder,gem,enemy,enemy,enemy,,,,warp2,enemy,,enemy,,sword,,gem,enemy,enemy,enemy,,,,,,,,
387,1,"D,U,R,R,D,R,U,L,U,L,D,D,R,R,D,U,D,R,U,L,R,U,R,U,U,U,D",387,27,start,sand,sand,lava,sand,sand,,sand,lava,sand,sand,sand,sand,,sand,sand,lava,sand,lava,sand,,sand,sand,sand,lava,sand,sand,,sand,sand,sand,sand,sand,endClosed,,sand,lava,sand,sand,lava,lava,,,,,,,,,,,gem,,gem,warp2,,gem,,,warp,,gem,,gem,,,gem,,gem,,,,,,,warp2,,gem,,warp,,enemy,,,sword,,,gem,,,,,,,,,,
388,1,"D,R,U,R,D,R,R,U,U,L,U,R,U,U,R,U,L,U,L,R,U,R,R,D,R,U,R,R",388,28,start,sand,sand,sand,sand,endClosed,,sand,lava,sand,sand,lava,sand,,sand,sand,lava,lava,sand,sand,,sand,sand,lava,lava,sand,sand,,sand,lava,sand,sand,lava,sand,,sand,sand,sand,sand,sand,sand,,,,,,,,,,enemy,enemy,enemy,enemy,,,warp,,gem,sword,,warp2,,gem,sword,,,sword,,,,sword,,,sword,gem,,warp2,,sword,gem,,,,enemy,warp,gem,,,enemy,,,,,,,,
