hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5
424,424,38,1,start,marsh,grass,marsh,grass,marsh,grass,marsh,grass,grass,grass,marsh,marsh,grass,grass,marsh,grass,grass,grass,grass,marsh,grass,grass,marsh,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,endClosed,,,boulder,gem,boulder,gem,warp,gem,boulder,warp2,boulder,hammer,gem,boulder,boulder,gem,boulder,warp3,boulder,boulder,gem,boulder,boulder,hammer,warp,boulder,boulder,warp3,boulder,boulder,hammer,boulder,boulder,warp2,boulder,
425,425,50,1,start,grass,marsh,grass,grass,grass,grass,grass,marsh,marsh,grass,grass,marsh,marsh,grass,marsh,marsh,marsh,grass,marsh,marsh,grass,grass,marsh,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,marsh,grass,endClosed,,warp3,,boulder,gem,warp2,warp3,boulder,,,boulder,boulder,,,boulder,,,gem,boulder,,,boulder,warp,boulder,hammer,boulder,,warp2,boulder,boulder,warp,boulder,gem,,boulder,
426,426,25,1,start,grass,grass,marsh,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,grass,marsh,marsh,grass,grass,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,grass,marsh,marsh,marsh,endClosed,,gem,gem,,gem,warp2,,,warp,,,,,gem,gem,warp3,,gem,gem,,,gem,,,warp2,,,,gem,,warp,gem,,,warp3,
427,427,37,1,start,marsh,grass,marsh,marsh,grass,grass,marsh,marsh,grass,marsh,marsh,grass,marsh,grass,marsh,grass,grass,marsh,grass,grass,marsh,marsh,marsh,grass,marsh,marsh,marsh,grass,marsh,grass,grass,marsh,marsh,grass,endClosed,,,boulder,,,boulder,warp,,,boulder,,,gem,enemy,gem,enemy,gem,warp2,enemy,gem,warp3,,enemy,,gem,enemy,,,warp3,enemy,warp2,gem,enemy,hammer,warp,
428,428,35,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,gem,enemy,gem,sword,,,enemy,enemy,warp,enemy,enemy,gem,,enemy,gem,enemy,gem,warp,gem,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,gem,enemy,warp2,enemy,enemy,warp2,
429,429,44,1,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,start,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,gem,gem,enemy,enemy,gem,gem,boulder,boulder,enemy,enemy,warp2,,,,enemy,enemy,,hammer,,,enemy,enemy,,,,,enemy,enemy,,,warp,gem,enemy,enemy,warp2,warp
430,430,55,1,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,enemy,warp,,,,sword,gem,enemy,enemy,enemy,enemy,enemy,warp2,gem,enemy,,enemy,gem,enemy,gem,,enemy,gem,gem,gem,enemy,enemy,gem,enemy,warp3,gem,warp3,gem,warp2,warp,enemy
431,431,39,1,start,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,,gem,,,gem,,,boulder,boulder,boulder,boulder,warp3,warp2,enemy,enemy,enemy,enemy,boulder,boulder,enemy,gem,gem,enemy,warp,warp2,enemy,enemy,enemy,enemy,warp3,gem,hammer,boulder,warp,sword,boulder
432,432,58,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,sword,enemy,gem,enemy,,,enemy,enemy,gem,enemy,,enemy,gem,enemy,enemy,enemy,enemy,enemy,enemy,gem,sword,enemy,gem,enemy,sword,enemy,enemy,,gem,sword,enemy,,,
433,433,63,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,sword,,enemy,gem,sword,sword,enemy,,gem,boulder,enemy,,,warp,enemy,gem,,enemy,gem,enemy,warp,,enemy,gem,boulder,gem,,,enemy,enemy,gem,enemy,,,
434,434,47,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,sword,enemy,gem,warp3,warp,boulder,boulder,enemy,gem,boulder,boulder,gem,warp3,boulder,boulder,gem,enemy,enemy,boulder,,gem,warp2,gem,,boulder,gem,,,warp2,gem,,boulder,warp,
435,435,43,1,start,grass,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,grass,grass,grass,marsh,marsh,marsh,marsh,grass,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,sword,boulder,warp2,,warp3,enemy,enemy,enemy,warp3,,enemy,enemy,gem,enemy,enemy,sword,enemy,gem,warp,gem,enemy,boulder,enemy,enemy,gem,enemy,enemy,warp,warp2,enemy,enemy,enemy,
436,436,82,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,,enemy,gem,,enemy,boulder,,gem,gem,,,,enemy,boulder,enemy,boulder,,,gem,,,gem,enemy,gem,gem,gem,hammer,gem,enemy,,gem,enemy,
437,437,59,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,,,,hammer,enemy,warp,,,enemy,enemy,enemy,warp2,,enemy,gem,gem,enemy,warp,,enemy,gem,gem,boulder,warp3,,,enemy,enemy,enemy,warp3,,,,,,warp2
438,438,44,1,start,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,,,sword,enemy,gem,,,,warp,enemy,warp,hammer,,,,enemy,enemy,enemy,boulder,boulder,boulder,boulder,boulder,boulder,heart,gem,gem,enemy,warp2,gem,heart,gem,gem,enemy,gem,warp2
439,439,65,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,marsh,marsh,marsh,marsh,marsh,,warp2,warp,enemy,gem,gem,,boulder,boulder,enemy,gem,gem,,,,boulder,boulder,boulder,warp2,,,boulder,,warp,boulder,boulder,,,boulder,boulder,,warp3,boulder,,warp3,sword
440,440,62,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,gem,gem,enemy,enemy,gem,gem,sword,sword,enemy,enemy,enemy,gem,sword,sword,sword,enemy,enemy,enemy,enemy,sword,sword,enemy,enemy,enemy,enemy,enemy,enemy,enemy,enemy,gem,enemy,enemy,enemy,enemy,
441,441,46,2,start,ice,ice,ice,ice,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,,,enemy,,gem,gem,,enemy,sword,,gem,,,enemy,gem,,,,,,boulder,,enemy,enemy,enemy,warp,,sword,enemy,gem,warp,enemy,
442,442,62,1,start,marsh,marsh,ice,ice,ice,marsh,marsh,marsh,ice,ice,ice,marsh,marsh,marsh,ice,ice,ice,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,sword,gem,enemy,,,boulder,gem,gem,gem,boulder,,,gem,gem,sword,heart,boulder,,,boulder,enemy,heart,boulder,,,enemy,hammer,,heart,boulder,,enemy,
443,443,31,1,ice,ice,ice,ice,ice,endClosed,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,start,ice,ice,ice,ice,ice,boulder,boulder,sword,boulder,boulder,,warp3,warp2,boulder,gem,enemy,boulder,warp,warp3,boulder,hammer,gem,boulder,warp,warp2,gem,gem,gem,boulder,,,enemy,enemy,enemy,boulder,,boulder,hammer,hammer,hammer,hammer
444,444,37,1,start,ice,ice,marsh,marsh,marsh,ice,ice,ice,marsh,marsh,marsh,ice,ice,ice,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,endClosed,,,,boulder,warp2,gem,,hammer,,boulder,gem,enemy,,,boulder,warp3,enemy,warp2,boulder,boulder,gem,warp,enemy,enemy,warp,,enemy,enemy,gem,gem,sword,enemy,warp3,gem,gem,
445,445,44,2,start,ice,marsh,marsh,marsh,marsh,ice,ice,ice,ice,ice,ice,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,endClosed,,,enemy,boulder,warp,warp2,,,gem,gem,gem,enemy,boulder,,heart,boulder,warp,boulder,,,,,enemy,warp2,boulder,,gem,gem,hammer,boulder,sword,boulder,,,gem,
446,446,32,1,start,marsh,marsh,marsh,marsh,endClosed,marsh,ice,ice,ice,marsh,marsh,marsh,ice,marsh,ice,ice,grass,marsh,ice,ice,ice,ice,grass,grass,marsh,ice,ice,ice,marsh,marsh,marsh,marsh,marsh,marsh,marsh,,,enemy,enemy,,,,,,,hammer,,boulder,,gem,,,enemy,enemy,,,gem,,boulder,boulder,sword,,,,enemy,,,enemy,enemy,,heart
447,447,26,1,start,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,marsh,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,,warp,,,warp3,hammer,,,heart,warp3,heart,,heart,warp,heart,warp2,,warp2,enemy,enemy,enemy,enemy,enemy,boulder,gem,enemy,gem,gem,gem,gem,,gem,gem,enemy,gem,gem
448,448,55,1,start,marsh,marsh,marsh,marsh,ice,marsh,marsh,marsh,ice,marsh,marsh,marsh,ice,marsh,marsh,ice,marsh,ice,marsh,marsh,ice,marsh,ice,marsh,marsh,ice,marsh,ice,marsh,marsh,ice,marsh,marsh,marsh,endClosed,,,,,,gem,,,enemy,gem,,,,gem,enemy,enemy,gem,,gem,enemy,,gem,enemy,gem,enemy,sword,gem,enemy,gem,,,gem,enemy,sword,sword,
449,449,37,1,start,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,ice,marsh,ice,ice,ice,marsh,marsh,marsh,marsh,marsh,marsh,ice,ice,ice,marsh,ice,marsh,ice,marsh,marsh,marsh,marsh,marsh,ice,marsh,endClosed,,,gem,,,sword,,,gem,,gem,,gem,gem,gem,enemy,,,,,enemy,gem,gem,gem,,gem,,gem,,,sword,,,gem,,
450,450,22,1,start,ice,ice,ice,marsh,marsh,marsh,ice,marsh,ice,marsh,marsh,marsh,ice,ice,ice,ice,ice,ice,ice,ice,ice,marsh,ice,ice,marsh,ice,ice,ice,ice,ice,ice,ice,marsh,marsh,endClosed,,,,,warp3,hammer,warp,boulder,gem,boulder,heart,warp2,warp3,,,,enemy,,,,,,gem,,,gem,,,enemy,,enemy,,sword,warp,warp2,
